,Ticker,enterpriseToRevenue,profitMargins,enterpriseToEbitda,52WeekChange,forwardEps,sharesOutstanding,bookValue,sharesShort,sharesPercentSharesOut,lastFiscalYearEnd,heldPercentInstitutions,netIncomeToCommon,trailingEps,SandP52WeekChange,priceToBook,heldPercentInsiders,nextFiscalYearEnd,mostRecentQuarter,shortRatio,sharesShortPreviousMonthDate,floatShares,beta,enterpriseValue,priceHint,lastSplitDate,lastSplitFactor,earningsQuarterlyGrowth,dateShortInterest,pegRatio,forwardPE,maxAge,shortPercentOfFloat,sharesShortPriorMonth,eps,Market Cap,PE,NI,EBIT
297,MAA,11.429,0.14973,20.115,0.2183801,2.32,113996000,53.567,1645405,0.014400001,1546214400,0.95192003,233552992,2.054,0.032832503,2.186234,0.00703,1609372800,1553990400,3.58,2019/4/15,113269456,0.449314,18132885504,2,-,,0.299,1557878400,7.44,50.47845,1,0.0197,1767841,2.053999869,13830808576,57.015583,222899000,404580000
298,MAC,10.442,0.09965,16.736,-0.37853009,0.37,141239008,20.199,13518331,0.095699996,1546214400,1.0423,100274000,0.71,0.032832503,1.7401853,0.00483,1609372800,1553990400,10.83,2019/4/15,117222374,1.032132,10627473408,2,2010/2/11,1000/1014,,1557878400,667.76,95,1,0.1381,11722828,0.709999946,5330638336,49.507046,60020000,309897000
299,MAR,10.528,0.35548002,19.397,-0.047577918,6.95,332988992,4.798,7618647,0.0229,1546214400,0.68219,1862000000,5.322,0.032832503,27.66778,0.18445998,1609372800,1553990400,5.11,2019/4/15,289533791,1.225583,55145680896,2,2011/11/22,1000/1061,-0.107,1557878400,1.76,19.10072,1,0.0275,7457996,5.322000046,44204290048,24.94363,1907000000,2521000000
300,MAS,1.717,0.083979994,10.377,-0.019374847,3.01,293548992,-0.497,4670400,0.0159,1546214400,0.95397,694000000,2.3,0.032832503,,0.00613,1609372800,1553990400,1.08,2019/4/15,291444129,1.571375,14331115520,2,2015/7/1,1000/1138,-0.221,1557878400,1.45,12.584718,1,0.0179,4859643,2.299999891,11119636480,16.469566,734000000,1237000000
301,MCD,9.377,0.28199,19.286,0.2341882,8.71,763555968,-8.579,6853806,0.009,1546214400,0.69968003,5877300224,7.546,0.032832503,,0.00064,1609372800,1553990400,2.59,2019/4/15,763136421,0.328438,1.95E+11,2,1999/3/8,1月2日,-0.034,1557878400,3.69,23.111366,1,0.009,5877619,7.545999672,1.54E+11,26.676386,5924300000,8579100000
302,MCHP,5.594,0.06653,14.739,-0.1829102,7.23,237927008,22.255,32682794,0.1376,1553990400,1.17578,355900000,1.42,0.032832503,3.853067,0.021949999,1617148800,1553990400,10.41,2019/4/15,232737331,1.624958,29923786752,2,2002/5/9,2月3日,0.191,1557878400,1.33,11.860304,1,0.1847,35662597,1.419999975,20402241536,60.387325,355900000,1153900000
303,MCK,0.145,0.00016,7.33,-0.10281664,15.31,189962000,42.6,4148512,0.0218,1553990400,0.88972,33000000,0.173,0.032832503,3.1161973,0.00292,1617148800,1553990400,3.04,2019/4/15,189450559,1.307998,30999191552,2,1998/1/5,1月2日,,1557878400,1.53,8.670803,1,0.023,6180996,0.172999996,25217456128,767.34106,34000000,3280000000
304,MCO,9.21,0.29376,19.668,0.067990065,8.83,189600000,0.65,3625854,0.0191,1546214400,0.96898,1309600000,6.748,0.032832503,295.3077,0.00561,1609372800,1553990400,4.47,2019/4/15,163981645,1.540006,41059237888,2,2005/5/19,1月2日,0,1557878400,2.13,21.738392,1,0.0222,4137353,6.748000077,36393717760,28.445465,1309600000,1916200000
305,MDLZ,3.763,0.12637,21.989,0.34277904,2.68,1440440064,17.888,10428622,0.0072,1546214400,0.78699,3248999936,2.207,0.032832503,3.029405,0.00344,1609372800,1553990400,1.63,2019/4/15,1435768759,0.775877,96752336896,2,-,,-0.126,1557878400,3.56,20.220148,1,0.0073,9350650,2.207000072,78057447424,24.553692,3381000000,3756000000
306,MDT,4.771,0.15155,15.285,0.12149215,5.44,1340700032,37.362,10804305,0.0081,1556236800,0.84207,4631000064,3.41,0.032832503,2.6162946,0.00059,1619395200,1556236800,2.02,2019/4/15,1338968095,0.528273,1.46E+11,2,1999/9/27,1月2日,-0.143,1557878400,2.19,17.96875,1,0.008,8413289,3.410000137,1.31E+11,28.665688,4631000000,6632000000
307,MET,1.7,0.07565,15.12,0.015336156,6.09,950369024,61.577,9279863,0.0098,1546214400,0,5084000256,5.117,0.032832503,0.78633255,0.61877996,1609372800,1553990400,1.76,2019/4/15,803831897,0.892791,1.18E+11,2,2017/8/7,1000/1122,0.102,1557878400,0.82,7.9507384,1,0.0115,8334550,5.117000394,46016868352,9.462575,5123000000,7464000000
308,MGM,2.802,0.0235,12.771,-0.16809118,1.67,537201024,12.634,20489309,0.0381,1546214400,0.81563,254072000,0.47,0.032832503,2.170334,0.07446,1609372800,1553990400,2.83,2019/4/15,506247744,1.083973,32732518400,2,2005/5/19,1月2日,-0.86,1557878400,0.73,16.419163,1,0.0395,14358783,0.469999988,14730052608,58.340427,466772000,1330943000
309,MHK,1.411,0.07734,8.79,-0.3034225,12,72421200,104.537,4523765,0.0625,1546214400,0.86522,770936000,49.89534,0.032832503,1.4259065,0.19407,1609372800,1553904000,5.79,2019/4/15,59717092,1.578747,14131419136,2,1997/12/5,2月3日,-0.418,1557878400,3.68,12.421666,1,0.0761,4014542,49.89534229,10795104256,2.9874532,861704000,1189376000
310,MKC,4.696,0.12144,23.345,0.50042796,5.66,122455000,25.233,9244974,0.0716,1543536000,0.89475995,658800000,4.934,0.032832503,6.219633,0.00066,1606694400,1551312000,12.1,2019/4/15,129613022,0.013545,25476505600,2,2002/4/9,1月2日,-0.65,1557878400,3.34,27.727917,1,,10216619,4.933999814,20726437888,31.807865,933400000,942100000
311,MLM,4.402,0.122480005,16.626,0.004005075,10.75,62479500,79.441,2860299,0.045700002,1546214400,1.14204,501999008,7.96,0.032832503,2.8891883,0.00718,1609372800,1553990400,4.71,2019/4/15,62204752,0.9661,18071244800,2,-,,3.275,1557878400,1.54,21.350698,1,0.051599998,3378712,7.95999996,14340294656,28.834171,469998000,705777000
312,MMC,4.198,0.11158,17.924,0.20349467,5.11,511344000,15.599,6196045,0.012200001,1546214400,0.88468003,1676000000,3.287,0.032832503,6.3593817,0.00198,1609372800,1553990400,3.36,2019/4/15,506249693,0.663001,63056875520,2,2002/7/1,1月2日,0.038,1557878400,2.45,19.412914,1,0.012200001,5447839,3.286999998,50725322752,30.179495,1650000000,2976000000
313,MMM,3.356,0.17427999,11.982,-0.18774372,10.46,576427008,16.833,10242135,0.0178,1546214400,0.10476,5638000128,9.464,0.032832503,9.997623,0.07744,1609372800,1553990400,2.46,2019/4/15,575884865,1.224488,1.09E+11,2,2003/9/30,1月2日,0.48,1557878400,4.37,16.08891,1,0.0178,9254337,9.463999853,97006895104,17.782122,5349000000,6870000000
314,MNST,8.962,0.26611,24.921,0.17567325,2.31,543576000,6.805,13028859,0.024,1546214400,0.67310995,1038438976,1.861,0.032832503,9.662013,0.27881,1609372800,1553990400,3.22,2019/4/15,393114305,1.306666,34972614656,2,2016/11/10,1月3日,0.21,1557878400,2.27,28.463203,1,0.0334,14019286,1.861000026,35740123136,35.330467,993004000,1310219000
315,MO,6.305,0.31991,12.099,-0.11793989,4.48,1870919936,7.522,20607577,0.011,1546214400,0.65399003,6181000192,3.281,0.032832503,6.8080297,0.00121,1609372800,1553990400,2.46,2019/4/15,1868880560,0.354753,1.22E+11,2,1997/4/11,1月3日,-0.409,1557878400,1.71,11.430803,1,0.011,22110080,3.280999859,95809806336,15.608047,6963000000,9834000000
316,MOS,1.398,0.05846,6.364,-0.24762231,2.36,385788000,27.479,7657088,0.0198,1546214400,0.81486,558499968,1.448,0.032832503,0.80970925,0.09473,1609372800,1553990400,1.56,2019/4/15,350747109,1.655567,13355809792,2,1995/12/1,1月2日,2.092,1557878400,1.57,9.427966,1,0.024600001,6586209,1.448000009,8583782912,15.366022,470000000,1050400000
317,MPC,0.67,0.02578,8.819,-0.3957824,8.45,662617984,50.901,8112795,0.012200001,1546214400,0,2735000064,4.758,0.032832503,0.9367203,0.64952004,1609372800,1553990400,1.07,2019/4/15,659497070,1.37061,71051419648,2,2015/6/11,1月2日,,1557878400,1.01,5.642604,1,0.0121,7987991,4.758000111,31593625600,10.021017,2780000000,5169000000
318,MRK,5.354,0.19499001,15.301,0.32295835,5.31,2574640128,10.661,16905739,0.0066,1546214400,0.78282,8399000064,3.167,0.032832503,7.7366104,0.00083,1609372800,1553990400,1.35,2019/4/15,2573022384,0.28525,2.31E+11,2,1999/2/17,1月2日,2.961,1557878400,1.67,15.532957,1,0.0066,22306347,3.166999922,2.12E+11,26.043575,6220000000,8575000000
319,MRO,2.821,0.16504,4.404,-0.38006514,0.88,817916032,14.888,16166332,0.0198,1546214400,0.83747,914000000,1.081,0.032832503,0.90341216,0.00298,1609372800,1553990400,1.33,2019/4/15,815192490,1.938162,15622463488,2,2011/7/1,5965/10000,-0.511,1557878400,0.53,15.284091,1,0.0223,19765604,1.080999971,11000970240,12.4421835,1096000000,1109000000
320,MS,-4.072,0.21642,,-0.17535722,5.4,1682230016,42.826,9869192,0.0059,1546214400,0.62984,7984999936,4.654,0.032832503,1.0108346,0.24603,1609372800,1553990400,0.95,2019/4/15,1188964655,1.320393,-1.60E+11,2,2000/1/27,1月2日,-0.09,1557878400,0.8,8.016666,1,0.0086,11928847,4.653999488,72823742464,9.301677,8748000000,0
321,MSCI,15.455,0.39269,29.693,0.44332993,7.2,84678704,-3.738,1096881,0.012999999,1546214400,0.9572,570985024,6.492,0.032832503,,0.03206,1609372800,1553990400,1.74,2019/4/15,80876589,1.411495,22472628224,2,-,,0.548,1557878400,2.43,33.8875,1,0.015099999,1378472,6.491999879,20660756480,37.58318,507885000,694798000
322,MSFT,7.869,0.28577998,18.549,0.30034626,5.11,7662819840,12.375,43378626,0.0057,1530316800,0.74697995,34925998080,4.501,0.032832503,10.715152,0.014090001,1593475200,1553990400,1.7,2019/4/15,7555768354,1.048405,9.62E+11,2,2003/2/18,1月2日,0.187,1557878400,1.84,25.94912,1,0.0057,42920632,4.500999843,1.02E+12,29.460121,16571000000,35058000000
323,MSI,4.258,0.13277,16.533,0.45391524,8.53,164790000,-6.723,3366750,0.020399999,1546214400,0.88681,1000000000,5.775,0.032832503,,0.00428,1609372800,1553904000,3.63,2019/4/15,164214960,0.791379,32073984000,2,2011/1/4,7月1日,0.291,1557878400,1.59,18.93435,1,0.026400002,2927102,5.775000324,26615232512,27.967098,966000000,1535000000
324,MTB,4.611,0.34517,,-0.05700308,15.24,136622000,105.067,1431395,0.0105,1546214400,0.81991,1965366016,13.899,0.032832503,1.5951726,0.065960005,1609372800,1553990400,1.98,2019/4/15,122811029,1.223791,27360747520,2,2000/10/6,1月10日,0.369,1557878400,0.73,10.9973755,1,0.0116,1378706,13.89899939,22897848320,12.058422,1918080000,0
325,MTD,6.986,0.17978,27.559,0.33531427,25.46,24803300,22.648,718280,0.029000001,1546214400,0.985,531112000,20.754,0.032832503,35.623013,0.022969998,1609372800,1553990400,4.34,2019/4/15,24357075,1.407136,20639473664,2,1996/6/25,2月1日,0.198,1557878400,2.68,31.688532,1,0.033099998,698560,20.75400107,20011053056,38.87395,512611000,689181000
326,MU,1.195,0.43555,1.865,-0.44632673,4.66,1106690048,31.254,37666006,0.034,1535587200,0.80063003,13059999744,10.968,0.032832503,1.1179368,0.00267,1598745600,1551312000,1.69,2019/4/15,1102193862,1.409539,35833532416,2,2000/5/2,1月2日,-0.511,1557878400,-0.24,7.497854,1,0.0337,36436900,10.96800043,38667747328,3.1856308,14135000000,14926000000
327,MXIM,5.953,0.27357,15.44,-0.069618165,2.64,272424992,6.097,6442207,0.023599999,1530316800,1.00016,654099968,2.334,0.032832503,9.514515,0.007340001,1593475200,1553904000,3.76,2019/4/15,270528991,1.416488,14232459264,2,1999/12/22,1月2日,-0.325,1557878400,2.78,21.973484,1,0.0297,7383341,2.334000125,15803373568,24.854326,467318000,849400000
328,MYL,2.014,0.02138,6.394,-0.5834331,4.54,515462016,23.026,10365444,0.0201,1546214400,0.86247003,240400000,0.46,0.032832503,0.7630505,0.0108,1609372800,1553990400,1.16,2019/4/15,512988754,2.013303,22642505728,2,2003/10/9,2月3日,,1557878400,1,3.870044,1,0.026800001,8795009,0.460000002,9056667648,38.195652,352500000,1710500000
329,NBL,3.633,-0.19511,6.573,-0.39732015,1.09,478231008,19.15,29220538,0.061100002,1546214400,1.00115,-933000000,-1.944,0.032832503,1.0986946,0.013569999,1609372800,1553990400,4.88,2019/4/15,467799417,1.845891,17373294592,2,2013/5/29,1月2日,,1557878400,33.95,19.302753,1,0.09060001,29737289,,10061980672,,-66000000,1020000000
330,NCLH,2.888,0.1573,9.817,0.006121993,6.03,215395008,27.417,5436675,0.0252,1546214400,1.01239,969844992,4.367,0.032832503,1.9633805,0.02499,1609372800,1553990400,2.43,2019/4/15,210596396,2.019131,17804103680,2,-,,0.145,1557878400,1.43,8.9270315,1,0.028399998,4510695,4.366999985,11594714112,12.32654,954843000,1220211000
331,NDAQ,4.663,0.12677,15.102,0.011039853,5.4,165704992,33.156,3364240,0.020299999,1546214400,0.81941,528000000,3.155,0.032832503,2.9156113,0.18369,1609372800,1553990400,5.66,2019/4/15,116095894,0.728404,19421145088,2,-,,0.395,1557878400,2.98,17.901852,1,0.029000001,3984733,3.155000058,16018701312,30.640253,458000000,1081000000
332,NEE,8.31,0.17037001,16.416,0.315251,9.07,478935008,71.463,5211671,0.0109,1546214400,0.79193,2887000064,6.006,0.032832503,2.846508,0.0019,1609372800,1553990400,2.76,2019/4/15,477891256,0.126285,1.41E+11,2,2005/3/16,1月2日,-0.847,1557878400,2.86,22.427784,1,0.0109,4652632,6.0059998,97424957440,33.869465,6638000000,4414000000
333,NEM,4.293,0.0326,11.329,-0.07518798,1.48,819633024,19.661,13434175,0.0164,1546214400,0.90950996,223000000,0.443,0.032832503,1.794924,0.00551,1609372800,1553990400,0.96,2019/4/15,817035259,-0.343099,31075325952,2,2019/5/21,1月15日,-0.547,1557878400,1.56,23.844595,1,0.0341,42900866,0.442999997,28924850176,79.6614,341000000,1151000000
334,NFLX,9.968,0.07615,97.111,-0.001604676,5.86,437220000,13.045,15412238,0.0353,1546214400,0.77154,1265170048,2.8,0.032832503,26.984285,0.01736,1609372800,1553990400,1.96,2019/4/15,430594665,1.512483,1.66E+11,2,2015/7/15,1月7日,0.186,1557878400,2.22,60.069965,1,0.0361,15160552,2.799999825,1.54E+11,125.717865,1211242000,1605226000
335,NI,3.945,-0.020599999,30.143,0.2264719,1.39,373103008,13.136,16087874,0.0431,1546214400,0.95321,-136600000,-0.374,0.032832503,2.16352,0.00396,1609372800,1553990400,5.5,2019/4/15,371316026,0.273067,20644964352,2,2015/7/2,1000/2545,-0.207,1557878400,4.57,20.446043,1,0.059899997,19198508,,10603587584,,-50600000,143900000
336,NKE,3.371,0.10787,23.568,0.118246555,3.02,1256720000,5.697,9740411,0.0062,1527724800,0.83915,4176999936,2.567,0.032832503,14.495349,0.0114,1590883200,1551312000,1.41,2019/4/15,1242766684,1.070839,1.31E+11,2,2015/12/24,1月2日,,1557878400,2.35,27.344372,1,0.0099,9505122,2.566999846,1.30E+11,32.16985,1933000000,4445000000
337,NKTR,3.978,0.55647,7.075,-0.37759334,-2.69,174307008,9.376,18147071,0.1041,1546214400,0.96176004,658593024,3.589,0.032832503,3.5334897,0.00883,1609372800,1553990400,10.53,2019/4/15,172898594,3.194339,4707524608,2,2000/8/23,1月2日,,1557878400,1.61,-12.315986,1,0.16700001,17770914,3.588999829,5774791168,9.230984,681313000,687932000
338,NLSN,2.625,-0.11456,11.79,-0.27339506,1.84,355494016,7.848,15130615,0.042600002,1546214400,1.0993,-741000000,-2.085,0.032832503,2.8606014,0.00448,1609372800,1553990400,4.51,2019/4/15,349418621,1.231687,16977488896,2,-,,-0.403,1557878400,5.83,12.201087,1,0.0479,16686070,,7980840960,,-712000000,1077000000
339,NOC,2.212,0.10308,13.551,-0.048061907,22.29,169800000,51.444,2299690,0.0135,1546214400,0.85339,3252000000,18.751,0.032832503,6.0514345,0.00544,1609372800,1553990400,2.38,2019/4/15,156954333,0.912546,69774540800,2,2011/3/31,9035/10000,0.027,1557878400,1.08,13.9663515,1,0.0152,1812520,18.75100061,52860436480,16.602314,3229000000,4203000000
340,NOV,1.184,-0.00465,11.862,-0.5054554,0.59,385920000,35.667,14681303,0.038,1546214400,0.96834,-40000000,-0.106,0.032832503,0.5882188,0.00349,1609372800,1553990400,3.16,2019/4/15,384596719,1.676466,10177440768,2,2014/6/2,1000/1109,,1557878400,-8.27,35.559322,1,0.0428,10775351,,8096601600,,-31000000,211000000
341,NRG,1.713,0.04918,10.916,0.06338024,4.44,267147008,-5.749,9181295,0.0344,1546214400,1.0233799,270000000,1.575,0.032832503,,0.00586,1609372800,1553990400,2.63,2019/4/15,265748057,0.530874,16407233536,2,2007/6/1,1月2日,0.728,1557878400,0.29,7.702703,1,0.0378,11394805,1.575000052,9136428032,21.714285,268000000,1139000000
342,NSC,5.688,0.241,12.506,0.30053806,12.36,265967008,57.642,4359236,0.0164,1546214400,0.75911003,2784999936,10.107,0.032832503,3.4941537,0.00165,1609372800,1553990400,3.26,2019/4/15,265647879,1.414431,65867948032,2,1997/10/10,1月3日,0.226,1557878400,1.32,16.29531,1,0.0164,3745121,10.10699991,53568417792,19.927773,2666000000,4020000000
343,NTAP,2.094,0.1902,9.327,-0.18904614,5.01,246975008,4.449,18555601,0.075100005,1556236800,0.99801004,1168999936,4.51,0.032832503,14.007643,0.00182,1619395200,1556236800,8.14,2019/4/15,244326250,1.500802,12870849536,2,2000/3/23,1月2日,0.461,1557878400,0.81,12.439121,1,0.1038,17687657,4.510000267,15391482880,13.818181,1169000000,1183000000
344,NTRS,3.798,0.25549,,-0.17117375,7.41,217676992,44.719,2223958,0.010199999,1546214400,0.80696,1456300032,6.546,0.032832503,1.9765646,0.00598,1609372800,1553990400,1.76,2019/4/15,214746662,1.220732,22626412544,2,1999/12/10,1月2日,-0.09,1557878400,1.2,11.928475,1,0.0111,2771667,6.54600026,19240468480,13.502902,1556400000,0
345,NUE,0.739,0.098000005,4.397,-0.24209899,5.66,304785984,33.185,5076475,0.0167,1546214400,0.80601,2498263040,7.971,0.032832503,1.5350308,0.00527,1609372800,1553904000,2.09,2019/4/15,303188609,1.583313,18924531712,2,2006/6/1,1月2日,0.417,1557878400,-0.55,9,1,0.0186,4482988,7.971000206,15525797888,6.390666,2360767000,3304186000
346,NVDA,7.53,0.30674,25.543,-0.4417159,7.15,609000000,15.934,13781617,0.0226,1548547200,0.72756,3291000064,5.298,0.032832503,9.3153,0.04261,1611705600,1556409600,1.21,2019/4/15,584390310,2.495662,80791519232,2,2007/9/11,2月3日,-0.683,1557878400,2.89,20.75944,1,0.0238,13941520,5.298000102,90393862144,28.016232,4141000000,3804000000
347,NWL,1.616,-0.83484,14.342,-0.430637,1.5,423100000,11.696,36618353,0.0865,1546214400,1.00692,-6806700032,-15.553,0.032832503,1.2294801,0.00759,1609372800,1553990400,5.16,2019/4/15,419837899,0.962974,13788767232,2,1994/9/2,1月2日,,1557878400,-0.58,9.586667,1,0.0871,43150087,,6084177920,,-6917900000,562100000
348,NWS,0.787,-0.01602,7.204,-0.2549383,,199630000,15.877,848432,0.0014,1530316800,0.28504,-166000000,-0.287,0.032832503,0.76336837,0.39472,1593475200,1553990400,1.2,2019/4/15,503163218,1.114093,8111904768,2,2010/11/16,3月2日,,1557878400,,,1,0.0071,956740,,6959280128,,-1514000000,565000000
349,NWSA,0.768,-0.01602,7.022,-0.26149964,0.44,385753984,15.877,12107907,0.0207,1530316800,0.97067,-166000000,-0.287,0.032832503,0.74132395,0.00589,1593475200,1553990400,4.27,2019/4/15,503163218,1.062729,7907098112,2,-,,,1557878400,2.27,26.750002,1,0.031600002,13724964,,6960142336,,-1514000000,565000000
350,O,21.689,0.28696,23.781,0.36074173,1.42,314816992,26.279,9707491,0.0307,1546214400,0.74627,391392992,1.33,0.032832503,2.731078,0.00232,1609372800,1553990400,3.86,2019/4/15,303100676,0.212173,29582393344,2,2005/1/3,1月2日,0.334,1557878400,6.41,50.54225,1,0.0467,12475838,1.330000099,22627645440,53.962402,363614000,656235000
351,OKE,3.074,0.09977999,16.303,-0.04390031,3.7,412756000,15.607,12058010,0.0292,1546214400,0.77653,1223303040,2.95,0.032832503,4.217338,0.00674,1609372800,1553990400,6.31,2019/4/15,409999004,1.074241,37716303872,2,2012/6/4,1月2日,0.275,1557878400,1.6,17.789188,1,0.0373,12504248,2.949999922,27167600640,22.311865,1151703000,1824967000
352,OMC,1.451,0.08761,9.378,0.056199193,6.26,220168000,10.961,26274657,0.1193,1546214400,1.07148,1325400064,5.87,0.032832503,7.1699657,0.00906,1609372800,1553990400,11.41,2019/4/15,218652857,0.286117,21957492736,2,2007/6/26,1月2日,-0.003,1557878400,4.47,12.554312,1,0.120299995,26995900,5.870000295,17303003136,13.388415,1326400000,2080000000
353,ORCL,4.894,0.27258,11.932,0.105208516,3.77,3417649920,6.888,48341870,0.014099999,1527724800,0.58604,10856999936,2.791,0.032832503,7.8411727,0.33387002,1590883200,1551312000,5.26,2019/4/15,2272774087,1.087019,1.95E+11,2,2000/10/13,1月2日,,1557878400,1.51,14.32626,1,0.0182,42355254,2.791000133,1.85E+11,19.351486,3825000000,14319000000
354,ORLY,3.648,0.13873,16.775,0.34229934,19.78,78276704,4.758,1405848,0.018,1546214400,0.88148004,1340733056,16.558,0.032832503,80.92266,0.02168,1609372800,1553990400,1.78,2019/4/15,76756592,0.838809,35252183040,2,2005/6/16,1月2日,0.053,1557878400,1.2,19.465622,1,0.0182,1351684,16.55800018,30138880000,23.253412,1324487000,1826584000
355,OXY,2.494,0.22441,5.066,-0.4446895,3.65,748019968,28.395,27654361,0.037,1546214400,0.86666,4036999936,5.32,0.032832503,1.6869167,0.00119,1609372800,1553990400,1.81,2019/4/15,746785957,1.197713,45050478592,2,2016/2/25,9983/10000,-0.109,1557878400,3.91,13.123288,1,0.037,9952831,5.320000235,35830157312,9.003759,4131000000,4701000000
356,PAYX,8.565,0.26402,20.514,0.2855885,3.1,359392992,7.229,11162240,0.0311,1527724800,0.69877,961299968,2.65,0.032832503,12.145525,0.10812,1590883200,1551312000,6.8,2019/4/15,320704127,1.051168,31183915008,2,2000/5/23,2月3日,-0.116,1557878400,3.1,28.322582,1,0.0348,9163489,2.649999958,31554705408,33.132076,933700000,1287500000
357,PBCT,6.104,0.29458,,-0.16203463,1.47,392169984,17.134,22848393,0.0574,1546214400,0.75643,460600000,1.288,0.032832503,0.93731755,0.00664,1609372800,1553990400,7.55,2019/4/15,389013470,1.440802,9838183424,2,2007/4/16,10月21日,0.062,1557878400,0.93,10.92517,1,0.0804,22337903,1.28800001,6298249728,12.468944,468100000,0
358,PCAR,1.249,0.09503,9.067,0.07042682,5.72,346443008,26.278,8104339,0.0234,1546214400,0.64771,2312000000,6.599,0.032832503,2.671436,0.021879999,1609372800,1553990400,4.48,2019/4/15,339365537,1.482013,30397595648,2,2007/10/10,2月3日,0.228,1557878400,-7.89,12.272727,1,0.0238,8252528,6.59900028,24320299008,10.637975,2195100000,2743200000
359,PEG,4.655,0.16027,12.332,0.18106663,3.51,505430016,29.393,8269273,0.0164,1546214400,0.72149,1580000000,3.11,0.032832503,2.0368795,0.00087,1609372800,1553990400,3.37,2019/4/15,504556078,0.440395,45886881792,2,2008/2/5,1月2日,0.254,1557878400,3.29,17.05698,1,0.0164,8997505,3.109999816,30260094976,19.250805,1438000000,2377000000
360,PEP,3.264,0.19367,16.273,0.2931887,5.97,1401820032,10.115,8825289,0.0063,1546041600,0.73676,12584999936,8.858,0.032832503,13.207118,0.00202,1609200000,1553299200,2.15,2019/4/15,1398989983,0.544023,2.12E+11,2,1996/5/29,1月2日,0.052,1557878400,4.69,22.376884,1,0.0063,9099712,8.857999681,1.87E+11,15.081283,12515000000,10625000000
361,PFE,5.088,0.21306999,12.249,0.18236911,3.01,5551799808,10.579,66500745,0.012,1546214400,0.76227,11463999488,1.947,0.032832503,4.071273,0.00034,1609372800,1553990400,2.68,2019/4/15,5519730902,0.434469,2.74E+11,2,1999/7/1,1月3日,0.091,1557878400,2.54,14.30897,1,0.012,65040585,1.947000011,2.39E+11,22.121212,11153000000,15724000000
362,PFG,1.094,0.10461,8.021,-0.03469318,6.15,278548000,45.63,8980578,0.0322,1546214400,0.73884004,1579299968,5.526,0.032832503,1.1985536,0.00315,1609372800,1553990400,7.29,2019/4/15,277450655,1.510339,16513609728,2,-,,0.083,1557878400,1.52,8.892683,1,0.0367,8086464,5.526000139,15233789952,9.896851,1546500000,1784400000
363,PG,4.413,0.16438,16.723,0.40294075,4.74,2508329984,21.584,20218359,0.0081,1530316800,0.63422,10766999552,4.204,0.032832503,5.0370646,0.00079,1593475200,1553990400,2.84,2019/4/15,2506247850,0.284107,2.96E+11,2,2004/6/21,1月2日,0.093,1557878400,3.81,22.93671,1,0.0083,20989549,4.203999786,2.73E+11,25.861086,9750000000,14781000000
364,PGR,1.513,0.087969996,11.979,0.32578897,5.46,583985984,19.892,5128580,0.0088,1546214400,0.81991994,2948800000,5.03,0.032832503,4.1519203,0.00695,1609372800,1553990400,1.62,2019/4/15,580300854,0.660408,51165138944,2,2014/1/27,1月1日,0.502,1557878400,0.92,15.126373,1,0.0088,4588171,5.030000644,48231399424,16.419481,2615300000,3330100000
365,PH,1.755,0.100439996,9.972,-0.05134672,12.35,128285000,46.848,2377259,0.0185,1530316800,0.84606004,1451952000,10.903,0.032832503,3.560451,0.00398,1593475200,1553990400,2.34,2019/4/15,127437427,1.820018,25375027200,2,2007/10/2,2月3日,0.124,1557878400,1.5,13.506073,1,0.018,2152786,10.90299978,21397938176,15.298542,1060801000,1964161000
366,PHM,1.112,0.099659994,7.68,0.015189171,3.55,277136992,17.794,13329854,0.0481,1546214400,0.92083,1007036992,3.565,0.032832503,1.839384,0.07659,1609372800,1553990400,3.92,2019/4/15,257205412,0.628305,11355079680,2,2005/9/2,1月2日,-0.023,1557878400,6.38,9.219718,1,0.059,13433974,3.565000259,9070693376,9.180925,1022023000,1438337000
367,PKG,1.595,0.11118,7.269,-0.22685409,7.97,93753800,29.808,1619403,0.0171,1546214400,0.89561,778700032,8.289,0.032832503,3.1769993,0.01239,1609372800,1553990400,2.02,2019/4/15,92432828,1.397675,11255740416,2,-,,0.333,1557878400,21.35,11.882057,1,0.0221,1969943,8.288999876,8878484480,11.42478,738000000,1115200000
368,PKI,4.399,0.088870004,21.551,0.17694747,4.6,110918000,23.793,4086203,0.0368,1546128000,0.97797996,246892992,2.224,0.032832503,3.9393942,0.00848,1609286400,1553990400,4.35,2019/4/15,101271910,1.469982,12240346112,2,2001/6/4,1月2日,0.361,1557878400,1.55,20.376087,1,0.061300002,3337323,2.223999851,10396344320,42.144787,237927000,378740000
369,PLD,20.181,0.51353,30.258,0.19410503,1.62,630793024,35.3,7326805,0.0116,1546214400,0.97508,1624571008,2.721,0.032832503,2.2212467,0.0067,1609372800,1553990400,3.23,2019/4/15,628780770,1.060452,64078086144,2,-,,-0.051,1557878400,-7.39,48.401237,1,0.0153,7082904,2.720999768,50370822144,28.816614,1649361000,1145262000
370,PM,5.132,0.2615,12.658,-0.028582096,5.57,1555800064,-7.693,9518659,0.0061,1546214400,0.74692,7692000256,4.945,0.032832503,,0.00182,1609372800,1553990400,2.31,2019/4/15,1553049040,1.023981,1.51E+11,2,-,,-0.13,1557878400,3.04,13.816875,1,0.0061,8231352,4.945000364,1.20E+11,15.563194,7911000000,11336000000
